date,account,env,service,region,usage_qty,unit,unblended_cost,avg_cpu,p95_cpu,tag_team
2024-01-18,acct-prod-1,dev,EC2,us-east-1,703.4346147895868,Hrs,225.8,0.46,0.54,TeamC
2024-01-18,acct-prod-1,dev,EC2,us-west-2,1331.6174199331904,Hrs,217.65,0.72,0.89,TeamC
2024-01-18,acct-prod-1,dev,RDS,us-east-1,361.9414778453072,Hrs,82.17,0.1,0.23,TeamB
2024-01-18,acct-prod-1,dev,RDS,us-west-2,236.97088122439698,Hrs,108.6,0.51,0.63,TeamB
2024-01-18,acct-prod-1,dev,S3,us-east-1,317.42077455800177,GB,71.9,,,TeamC
2024-01-18,acct-prod-1,dev,S3,us-west-2,277.4742492476036,GB,90.45,,,TeamB
2024-01-18,acct-prod-1,dev,Lambda,us-east-1,81.03702075922277,GB,37.01,,,TeamA
2024-01-18,acct-prod-1,dev,Lambda,us-west-2,81.67719218626648,GB,38.76,,,TeamC
2024-01-18,acct-dev-1,prod,EC2,us-east-1,561.7773827560748,Hrs,167.14,0.37,0.52,TeamC
2024-01-18,acct-dev-1,prod,EC2,us-west-2,416.25491705824817,Hrs,160.35,0.57,0.76,TeamC
2024-01-18,acct-dev-1,prod,RDS,us-east-1,538.4108778717859,Hrs,118.03,0.17,0.34,TeamA
2024-01-18,acct-dev-1,prod,RDS,us-west-2,169.7204446100585,Hrs,81.93,0.45,0.57,TeamC
2024-01-18,acct-dev-1,prod,S3,us-east-1,165.4402512598995,GB,67.55,,,TeamA
2024-01-18,acct-dev-1,prod,S3,us-west-2,246.34255041034217,GB,65.68,,,TeamA
2024-01-18,acct-dev-1,prod,Lambda,us-east-1,155.56643831063093,GB,38.65,,,TeamB
2024-01-18,acct-dev-1,prod,Lambda,us-west-2,212.33118898135277,GB,39.56,,,TeamA
2024-01-18,acct-dev-1,dev,EC2,us-east-1,854.3124834297905,Hrs,220.32,0.75,0.82,TeamC
2024-01-18,acct-dev-1,dev,EC2,us-west-2,717.8782837537888,Hrs,185.25,0.6,0.68,TeamA
2024-01-18,acct-dev-1,dev,RDS,us-east-1,742.4437999824895,Hrs,91.5,0.18,0.31,TeamC
2024-01-18,acct-dev-1,dev,RDS,us-west-2,1997.3219815619057,Hrs,469.25,0.11,0.18,TeamB
2024-01-18,acct-dev-1,dev,S3,us-east-1,280.07887647780933,GB,65.01,,,TeamB
2024-01-18,acct-dev-1,dev,S3,us-west-2,160.80742694563688,GB,72.53,,,TeamB
2024-01-18,acct-dev-1,dev,Lambda,us-east-1,179.3339966353337,GB,40.3,,,TeamC
2024-01-18,acct-dev-1,dev,Lambda,us-west-2,80.20038229713045,GB,35.52,,,TeamB
2024-01-19,acct-prod-1,prod,EC2,us-east-1,381.58011637854605,Hrs,161.36,0.18,0.27,TeamA
2024-01-19,acct-prod-1,prod,EC2,us-west-2,989.6407696920683,Hrs,187.34,0.55,0.68,TeamC
2024-01-19,acct-prod-1,prod,RDS,us-east-1,235.81981707508413,Hrs,106.52,0.57,0.7,TeamA
2024-01-19,acct-prod-1,prod,RDS,us-west-2,570.1543511640509,Hrs,104.25,0.21,0.39,TeamA
2024-01-19,acct-prod-1,prod,S3,us-east-1,242.83394269469386,GB,71.3,,,TeamC
2024-01-19,acct-prod-1,prod,S3,us-west-2,197.9999815954369,GB,65.91,,,TeamA
2024-01-19,acct-prod-1,prod,Lambda,us-east-1,99.41242234245401,GB,35.83,,,TeamC
2024-01-19,acct-prod-1,prod,Lambda,us-west-2,192.4873148052659,GB,47.4,,,TeamC
2024-01-19,acct-prod-1,dev,EC2,us-east-1,475.6454742318786,Hrs,218.05,0.69,0.79,TeamC
2024-01-19,acct-prod-1,dev,EC2,us-west-2,484.66647159908166,Hrs,171.76,0.37,0.52,TeamC
2024-01-19,acct-prod-1,dev,RDS,us-east-1,478.4042484300669,Hrs,112.39,0.61,0.74,TeamC
2024-01-19,acct-prod-1,dev,RDS,us-west-2,681.5254474532225,Hrs,108.31,0.11,0.25,TeamC
2024-01-19,acct-prod-1,dev,S3,us-east-1,296.3583197481178,GB,65.43,,,TeamB
2024-01-19,acct-prod-1,dev,S3,us-west-2,192.92979855695208,GB,71.74,,,TeamA
2024-01-19,acct-prod-1,dev,Lambda,us-east-1,103.71063267187151,GB,41.93,,,TeamB
2024-01-19,acct-prod-1,dev,Lambda,us-west-2,346.5910362732632,GB,40.75,,,TeamB
2024-01-19,acct-dev-1,prod,EC2,us-east-1,499.08944562701043,Hrs,229.12,0.57,0.64,TeamC
2024-01-19,acct-dev-1,prod,EC2,us-west-2,1135.4767129914153,Hrs,223.45,0.77,0.85,TeamC
2024-01-19,acct-dev-1,prod,RDS,us-east-1,207.66370937460601,Hrs,99.93,0.47,0.55,TeamA
2024-01-19,acct-dev-1,prod,RDS,us-west-2,754.2974196286224,Hrs,97.48,0.54,0.73,TeamC
2024-01-19,acct-dev-1,prod,S3,us-east-1,230.4832194386855,GB,87.43,,,TeamC
2024-01-19,acct-dev-1,prod,S3,us-west-2,200.25288105791626,GB,80.69,,,TeamA
2024-01-19,acct-dev-1,prod,Lambda,us-east-1,203.87301618323488,GB,45.67,,,TeamB
2024-01-19,acct-dev-1,prod,Lambda,us-west-2,255.935723068804,GB,42.25,,,TeamB
2024-01-19,acct-dev-1,dev,EC2,us-east-1,2114.9133555295903,Hrs,221.73,0.11,0.21,TeamB
2024-01-19,acct-dev-1,dev,EC2,us-west-2,530.1593498258219,Hrs,224.38,0.22,0.35,TeamC
2024-01-19,acct-dev-1,dev,RDS,us-east-1,345.27328442944014,Hrs,90.15,0.73,0.78,TeamA
2024-01-19,acct-dev-1,dev,RDS,us-west-2,178.76187076750597,Hrs,86.15,0.45,0.57,TeamC
2024-01-19,acct-dev-1,dev,S3,us-east-1,188.93213479289963,GB,75.9,,,TeamC
2024-01-19,acct-dev-1,dev,S3,us-west-2,313.227818032645,GB,65.85,,,TeamA
2024-01-19,acct-dev-1,dev,Lambda,us-east-1,136.96784258566967,GB,44.6,,,TeamC
2024-01-19,acct-dev-1,dev,Lambda,us-west-2,83.85792667716218,GB,38.65,,,TeamB
2024-01-20,acct-prod-1,prod,EC2,us-east-1,772.0639090658697,Hrs,233.46,0.25,0.31,TeamB
2024-01-20,acct-prod-1,prod,EC2,us-west-2,636.0755903672184,Hrs,236.51,0.26,0.37,TeamC
2024-01-20,acct-prod-1,prod,RDS,us-east-1,444.76031867039256,Hrs,102.53,0.69,0.76,TeamC
2024-01-20,acct-prod-1,prod,RDS,us-west-2,253.29950219692503,Hrs,115.76,0.39,0.56,TeamB
2024-01-20,acct-prod-1,prod,S3,us-east-1,508.53880061411337,GB,92.44,,,TeamA
2024-01-20,acct-prod-1,prod,S3,us-west-2,649.3964782464775,GB,73.46,,,TeamB
2024-01-20,acct-prod-1,prod,Lambda,us-east-1,69.57289919416709,GB,33.14,,,TeamA
2024-01-20,acct-prod-1,prod,Lambda,us-west-2,91.38647892447942,GB,39.36,,,TeamC
2024-01-20,acct-prod-1,dev,EC2,us-east-1,456.7895255909917,Hrs,186.58,0.56,0.63,TeamA
2024-01-20,acct-prod-1,dev,EC2,us-west-2,912.2816626370314,Hrs,197.06,0.75,0.86,TeamA
2024-01-20,acct-prod-1,dev,RDS,us-east-1,1521.3698614349935,Hrs,470.11,0.14,0.33,TeamC
2024-01-20,acct-prod-1,dev,RDS,us-west-2,838.9267984532338,Hrs,380.11,0.14,0.21,TeamB
2024-01-20,acct-prod-1,dev,S3,us-east-1,328.1627437709737,GB,87.42,,,TeamA
2024-01-20,acct-prod-1,dev,S3,us-west-2,336.8885365078193,GB,77.52,,,TeamA
2024-01-20,acct-prod-1,dev,Lambda,us-east-1,240.07190512255983,GB,36.05,,,TeamC
2024-01-20,acct-prod-1,dev,Lambda,us-west-2,255.01531579207978,GB,47.99,,,TeamB
2024-01-20,acct-dev-1,prod,EC2,us-east-1,525.3913843543928,Hrs,191.46,0.15,0.29,TeamB
2024-01-20,acct-dev-1,prod,EC2,us-west-2,526.4932531407035,Hrs,161.65,0.29,0.43,TeamB
2024-01-20,acct-dev-1,prod,RDS,us-east-1,414.4698663340582,Hrs,90.61,0.6,0.76,TeamB
2024-01-20,acct-dev-1,prod,RDS,us-west-2,658.8018978460419,Hrs,111.23,0.78,0.9,TeamB
2024-01-20,acct-dev-1,prod,S3,us-east-1,303.17810327684384,GB,86.31,,,TeamA
2024-01-20,acct-dev-1,prod,S3,us-west-2,154.26335152010432,GB,67.9,,,TeamA
2024-01-20,acct-dev-1,prod,Lambda,us-east-1,204.30046803834813,GB,36.39,,,TeamA
2024-01-20,acct-dev-1,prod,Lambda,us-west-2,217.35826600392735,GB,35.41,,,TeamA
2024-01-20,acct-dev-1,dev,EC2,us-east-1,665.2531349920341,Hrs,216.09,0.76,0.89,TeamC
2024-01-20,acct-dev-1,dev,EC2,us-west-2,779.1447652287582,Hrs,198.6,0.73,0.79,TeamC
2024-01-20,acct-dev-1,dev,RDS,us-east-1,1189.126229967998,Hrs,580.42,0.41,0.49,TeamC
2024-01-20,acct-dev-1,dev,RDS,us-west-2,318.89812700450113,Hrs,100.04,0.48,0.59,TeamA
2024-01-20,acct-dev-1,dev,S3,us-east-1,506.6359291594326,GB,86.99,,,TeamB
2024-01-20,acct-dev-1,dev,S3,us-west-2,534.9974477496078,GB,81.69,,,TeamB
2024-01-20,acct-dev-1,dev,Lambda,us-east-1,128.39754509811436,GB,44.94,,,TeamB
2024-01-20,acct-dev-1,dev,Lambda,us-west-2,109.7340238164509,GB,45.94,,,TeamC
2024-01-21,acct-prod-1,prod,EC2,us-east-1,420.26067762570113,Hrs,185.03,0.79,0.93,TeamA
2024-01-21,acct-prod-1,prod,EC2,us-west-2,915.576792295128,Hrs,203.91,0.35,0.49,TeamA
2024-01-21,acct-prod-1,prod,RDS,us-east-1,284.1059809779537,Hrs,97.22,0.27,0.38,TeamB
2024-01-21,acct-prod-1,prod,RDS,us-west-2,417.6738196928582,Hrs,97.31,0.14,0.25,TeamA
2024-01-21,acct-prod-1,prod,S3,us-east-1,239.53646904512036,GB,84.54,,,TeamB
2024-01-21,acct-prod-1,prod,S3,us-west-2,261.4016764757147,GB,88.99,,,TeamA
2024-01-21,acct-prod-1,prod,Lambda,us-east-1,79.85547483245134,GB,37.2,,,TeamB
2024-01-21,acct-prod-1,prod,Lambda,us-west-2,277.53818231403346,GB,39.2,,,TeamB
2024-01-21,acct-prod-1,dev,EC2,us-east-1,427.8440379537255,Hrs,169.06,0.59,0.71,TeamC
2024-01-21,acct-prod-1,dev,EC2,us-west-2,589.0719598582506,Hrs,201.58,0.46,0.62,TeamB
2024-01-21,acct-prod-1,dev,RDS,us-east-1,187.7219191722407,Hrs,91.5,0.52,0.58,TeamA
2024-01-21,acct-prod-1,dev,RDS,us-west-2,429.98688725315407,Hrs,117.02,0.59,0.71,TeamC
2024-01-21,acct-prod-1,dev,S3,us-east-1,799.2148118711178,GB,84.75,,,TeamC
2024-01-21,acct-prod-1,dev,S3,us-west-2,270.96396455143946,GB,75.94,,,TeamB
2024-01-21,acct-prod-1,dev,Lambda,us-east-1,109.14209916356342,GB,37.01,,,TeamA
2024-01-21,acct-prod-1,dev,Lambda,us-west-2,124.39588709820217,GB,34.79,,,TeamA
2024-01-21,acct-dev-1,prod,EC2,us-east-1,519.8150588729841,Hrs,235.58,0.24,0.38,TeamB
2024-01-21,acct-dev-1,prod,EC2,us-west-2,540.989429894363,Hrs,189.88,0.37,0.56,TeamA
2024-01-21,acct-dev-1,prod,RDS,us-east-1,377.52248291252147,Hrs,98.01,0.69,0.77,TeamB
2024-01-21,acct-dev-1,prod,RDS,us-west-2,1152.449527811008,Hrs,119.08,0.4,0.47,TeamC
2024-01-21,acct-dev-1,prod,S3,us-east-1,150.0415373719424,GB,66.7,,,TeamA
2024-01-21,acct-dev-1,prod,S3,us-west-2,161.29679419367517,GB,80.41,,,TeamA
2024-01-21,acct-dev-1,prod,Lambda,us-east-1,107.13903259810583,GB,40.75,,,TeamA
2024-01-21,acct-dev-1,prod,Lambda,us-west-2,74.19767797956204,GB,33.46,,,TeamC
2024-01-21,acct-dev-1,dev,EC2,us-east-1,1527.015275318779,Hrs,162.36,0.15,0.34,TeamC
2024-01-21,acct-dev-1,dev,EC2,us-west-2,574.0281223758388,Hrs,196.72,0.57,0.63,TeamC
2024-01-21,acct-dev-1,dev,RDS,us-east-1,264.54190832195576,Hrs,113.54,0.75,0.88,TeamB
2024-01-21,acct-dev-1,dev,RDS,us-west-2,476.29164726409465,Hrs,95.9,0.79,0.89,TeamB
2024-01-21,acct-dev-1,dev,S3,us-east-1,227.32252730673795,GB,75.88,,,TeamA
2024-01-21,acct-dev-1,dev,S3,us-west-2,160.21230809702254,GB,74.68,,,TeamA
2024-01-21,acct-dev-1,dev,Lambda,us-east-1,151.42928229240223,GB,42.66,,,TeamA
2024-01-21,acct-dev-1,dev,Lambda,us-west-2,106.07635778368565,GB,45.98,,,TeamB
2024-01-22,acct-prod-1,prod,EC2,us-east-1,1687.4323421742872,Hrs,211.95,0.68,0.77,TeamC
2024-01-22,acct-prod-1,prod,EC2,us-west-2,618.6013770770905,Hrs,207.91,0.39,0.51,TeamC
2024-01-22,acct-prod-1,prod,RDS,us-east-1,872.3150049449124,Hrs,91.24,0.39,0.57,TeamA
2024-01-22,acct-prod-1,prod,RDS,us-west-2,495.92079773930186,Hrs,86.42,0.56,0.75,TeamA
2024-01-22,acct-prod-1,prod,S3,us-east-1,214.15941479095164,GB,90.45,,,TeamA
2024-01-22,acct-prod-1,prod,S3,us-west-2,241.5466443685043,GB,73.91,,,TeamC
2024-01-22,acct-prod-1,prod,Lambda,us-east-1,276.13411686213874,GB,36.08,,,TeamA
2024-01-22,acct-prod-1,prod,Lambda,us-west-2,106.78945311121845,GB,45.25,,,TeamA
2024-01-22,acct-prod-1,dev,EC2,us-east-1,615.8383740314472,Hrs,186.14,0.76,0.94,TeamA
2024-01-22,acct-prod-1,dev,EC2,us-west-2,538.2585499016926,Hrs,232.28,0.34,0.47,TeamA
2024-01-22,acct-prod-1,dev,RDS,us-east-1,241.43461625291863,Hrs,107.08,0.62,0.74,TeamB
2024-01-22,acct-prod-1,dev,RDS,us-west-2,347.2946732531312,Hrs,91.84,0.61,0.71,TeamC
2024-01-22,acct-prod-1,dev,S3,us-east-1,174.63927007309906,GB,77.75,,,TeamA
2024-01-22,acct-prod-1,dev,S3,us-west-2,531.3851504410586,GB,87.44,,,TeamA
2024-01-22,acct-prod-1,dev,Lambda,us-east-1,95.48847131212554,GB,37.52,,,TeamC
2024-01-22,acct-prod-1,dev,Lambda,us-west-2,252.32197279483736,GB,35.86,,,TeamB
2024-01-22,acct-dev-1,prod,EC2,us-east-1,1017.1445650841964,Hrs,201.54,0.14,0.25,TeamC
2024-01-22,acct-dev-1,prod,EC2,us-west-2,568.3511747596866,Hrs,186.85,0.79,0.9,TeamA
2024-01-22,acct-dev-1,prod,RDS,us-east-1,256.6428397935566,Hrs,97.16,0.59,0.67,TeamB
2024-01-22,acct-dev-1,prod,RDS,us-west-2,281.98760530612054,Hrs,93.1,0.12,0.31,TeamA
2024-01-22,acct-dev-1,prod,S3,us-east-1,289.7367362186942,GB,79.86,,,TeamB
2024-01-22,acct-dev-1,prod,S3,us-west-2,198.0514268649304,GB,80.39,,,TeamC
2024-01-22,acct-dev-1,prod,Lambda,us-east-1,131.7441936542512,GB,35.27,,,TeamA
2024-01-22,acct-dev-1,prod,Lambda,us-west-2,113.13714262650427,GB,41.78,,,TeamC
2024-01-22,acct-dev-1,dev,EC2,us-east-1,545.6194347141557,Hrs,204.85,0.28,0.33,TeamA
2024-01-22,acct-dev-1,dev,EC2,us-west-2,473.34032870816344,Hrs,202.85,0.69,0.81,TeamC
2024-01-22,acct-dev-1,dev,RDS,us-east-1,300.5027065405566,Hrs,91.42,0.67,0.79,TeamC
2024-01-22,acct-dev-1,dev,RDS,us-west-2,386.6743294338077,Hrs,98.65,0.66,0.85,TeamB
2024-01-22,acct-dev-1,dev,S3,us-east-1,258.61215464819054,GB,66.14,,,TeamA
2024-01-22,acct-dev-1,dev,S3,us-west-2,275.8303296125733,GB,87.78,,,TeamA
2024-01-22,acct-dev-1,dev,Lambda,us-east-1,78.72753064702205,GB,33.19,,,TeamC
2024-01-22,acct-dev-1,dev,Lambda,us-west-2,304.8172472355678,GB,35.7,,,TeamC
2024-01-23,acct-prod-1,prod,EC2,us-east-1,713.250654859697,Hrs,177.61,0.15,0.25,TeamC
2024-01-23,acct-prod-1,prod,EC2,us-west-2,789.8997984345255,Hrs,189.56,0.75,0.86,TeamB
2024-01-23,acct-prod-1,prod,RDS,us-east-1,1042.5161779777748,Hrs,106.47,0.66,0.83,TeamC
2024-01-23,acct-prod-1,prod,RDS,us-west-2,303.02405094435653,Hrs,81.95,0.48,0.61,TeamB
2024-01-23,acct-prod-1,prod,S3,us-east-1,574.4967464366489,GB,89.7,,,TeamA
2024-01-23,acct-prod-1,prod,S3,us-west-2,277.37007335310085,GB,70.63,,,TeamA
2024-01-23,acct-prod-1,prod,Lambda,us-east-1,229.71215894234226,GB,37.55,,,TeamC
2024-01-23,acct-prod-1,prod,Lambda,us-west-2,101.74382244192617,GB,41.69,,,TeamB
2024-01-23,acct-prod-1,dev,EC2,us-east-1,1268.8582902687576,Hrs,206.3,0.43,0.59,TeamB
2024-01-23,acct-prod-1,dev,EC2,us-west-2,1096.1695849913472,Hrs,190.9,0.52,0.7,TeamB
2024-01-23,acct-prod-1,dev,RDS,us-east-1,664.010774851287,Hrs,116.31,0.15,0.31,TeamC
2024-01-23,acct-prod-1,dev,RDS,us-west-2,269.7112550000028,Hrs,112.87,0.29,0.44,TeamC
2024-01-23,acct-prod-1,dev,S3,us-east-1,444.047036576773,GB,84.38,,,TeamB
2024-01-23,acct-prod-1,dev,S3,us-west-2,192.20101274881034,GB,72.62,,,TeamA
2024-01-23,acct-prod-1,dev,Lambda,us-east-1,339.10795069376184,GB,42.48,,,TeamA
2024-01-23,acct-prod-1,dev,Lambda,us-west-2,111.38887163351988,GB,45.04,,,TeamB
2024-01-23,acct-dev-1,prod,EC2,us-east-1,558.5489300910705,Hrs,222.94,0.21,0.29,TeamA
2024-01-23,acct-dev-1,prod,EC2,us-west-2,400.2134111324796,Hrs,180.77,0.27,0.4,TeamB
2024-01-23,acct-dev-1,prod,RDS,us-east-1,232.3201338217556,Hrs,106.67,0.72,0.82,TeamA
2024-01-23,acct-dev-1,prod,RDS,us-west-2,707.5880144006312,Hrs,97.46,0.62,0.8,TeamA
2024-01-23,acct-dev-1,prod,S3,us-east-1,132.42169224473002,GB,66.15,,,TeamC
2024-01-23,acct-dev-1,prod,S3,us-west-2,253.91770790866994,GB,93.87,,,TeamC
2024-01-23,acct-dev-1,prod,Lambda,us-east-1,412.9663868807425,GB,47.96,,,TeamA
2024-01-23,acct-dev-1,prod,Lambda,us-west-2,81.21511382802933,GB,37.09,,,TeamA
2024-01-23,acct-dev-1,dev,EC2,us-east-1,989.2846928790373,Hrs,222.7,0.56,0.64,TeamB
2024-01-23,acct-dev-1,dev,EC2,us-west-2,421.92790786145974,Hrs,161.37,0.32,0.39,TeamC
2024-01-23,acct-dev-1,dev,RDS,us-east-1,301.6396743048717,Hrs,80.21,0.38,0.49,TeamA
2024-01-23,acct-dev-1,dev,RDS,us-west-2,284.87743092482333,Hrs,105.53,0.2,0.33,TeamC
2024-01-23,acct-dev-1,dev,S3,us-east-1,369.2325874405593,GB,91.79,,,TeamA
2024-01-23,acct-dev-1,dev,S3,us-west-2,303.93617593110895,GB,84.26,,,TeamB
2024-01-23,acct-dev-1,dev,Lambda,us-east-1,109.8128064213886,GB,42.39,,,TeamA
2024-01-23,acct-dev-1,dev,Lambda,us-west-2,92.4983373420811,GB,40.06,,,TeamC
2024-01-24,acct-prod-1,prod,EC2,us-east-1,449.3663872646368,Hrs,214.2,0.22,0.34,TeamA
2024-01-24,acct-prod-1,prod,EC2,us-west-2,1653.6906260165313,Hrs,211.54,0.49,0.65,TeamC
2024-01-24,acct-prod-1,prod,RDS,us-east-1,272.13858087522044,Hrs,103.97,0.42,0.57,TeamA
2024-01-24,acct-prod-1,prod,RDS,us-west-2,315.24043986433657,Hrs,117.95,0.12,0.19,TeamC
2024-01-24,acct-prod-1,prod,S3,us-east-1,187.50402210661795,GB,90.82,,,TeamC
2024-01-24,acct-prod-1,prod,S3,us-west-2,186.5673867285497,GB,84.45,,,TeamB
2024-01-24,acct-prod-1,prod,Lambda,us-east-1,87.85420416271532,GB,41.16,,,TeamB
2024-01-24,acct-prod-1,prod,Lambda,us-west-2,129.87184604854846,GB,43.85,,,TeamA
2024-01-24,acct-prod-1,dev,EC2,us-east-1,565.6401364291655,Hrs,193.87,0.72,0.9,TeamB
2024-01-24,acct-prod-1,dev,EC2,us-west-2,423.55309148295675,Hrs,207.74,0.58,0.68,TeamC
2024-01-24,acct-prod-1,dev,RDS,us-east-1,183.32665717613656,Hrs,91.46,0.12,0.31,TeamC
2024-01-24,acct-prod-1,dev,RDS,us-west-2,218.60076605110615,Hrs,104.12,0.64,0.71,TeamC
2024-01-24,acct-prod-1,dev,S3,us-east-1,211.9326304054565,GB,77.93,,,TeamB
2024-01-24,acct-prod-1,dev,S3,us-west-2,369.78934672377795,GB,94.01,,,TeamB
2024-01-24,acct-prod-1,dev,Lambda,us-east-1,133.31759937536145,GB,38.66,,,TeamB
2024-01-24,acct-prod-1,dev,Lambda,us-west-2,217.3519125762495,GB,36.3,,,TeamA
2024-01-24,acct-dev-1,prod,EC2,us-east-1,1216.225263826705,Hrs,202.39,0.18,0.23,TeamC
2024-01-24,acct-dev-1,prod,EC2,us-west-2,1018.7032702995486,Hrs,223.86,0.26,0.33,TeamC
2024-01-24,acct-dev-1,prod,RDS,us-east-1,428.17836987708387,Hrs,94.62,0.78,0.86,TeamC
2024-01-24,acct-dev-1,prod,RDS,us-west-2,224.5280173944368,Hrs,111.07,0.29,0.35,TeamC
2024-01-24,acct-dev-1,prod,S3,us-east-1,174.78905494334606,GB,73.68,,,TeamA
2024-01-24,acct-dev-1,prod,S3,us-west-2,358.14869198983365,GB,79.31,,,TeamC
2024-01-24,acct-dev-1,prod,Lambda,us-east-1,71.1971172467266,GB,32.05,,,TeamA
2024-01-24,acct-dev-1,prod,Lambda,us-west-2,91.7429000642384,GB,39.35,,,TeamB
2024-01-24,acct-dev-1,dev,EC2,us-east-1,1035.527337690342,Hrs,182.55,0.34,0.48,TeamA
2024-01-24,acct-dev-1,dev,EC2,us-west-2,726.4265240521071,Hrs,228.98,0.69,0.89,TeamA
2024-01-24,acct-dev-1,dev,RDS,us-east-1,1863.4023845189759,Hrs,537.31,0.56,0.69,TeamB
2024-01-24,acct-dev-1,dev,RDS,us-west-2,255.74374120721967,Hrs,113.53,0.38,0.48,TeamC
2024-01-24,acct-dev-1,dev,S3,us-east-1,495.0408692921187,GB,88.4,,,TeamA
2024-01-24,acct-dev-1,dev,S3,us-west-2,228.5737222692436,GB,90.17,,,TeamB
2024-01-24,acct-dev-1,dev,Lambda,us-east-1,94.0672992504016,GB,45.91,,,TeamA
2024-01-24,acct-dev-1,dev,Lambda,us-west-2,287.3393779023952,GB,43.87,,,TeamA
2024-01-25,acct-prod-1,prod,EC2,us-east-1,1052.8854776981987,Hrs,182.29,0.68,0.77,TeamA
2024-01-25,acct-prod-1,prod,EC2,us-west-2,829.6009191309707,Hrs,206.13,0.65,0.74,TeamB
2024-01-25,acct-prod-1,prod,RDS,us-east-1,293.4351766660386,Hrs,94.7,0.69,0.86,TeamB
2024-01-25,acct-prod-1,prod,RDS,us-west-2,594.557892818041,Hrs,119.54,0.46,0.59,TeamC
2024-01-25,acct-prod-1,prod,S3,us-east-1,974.5960768017893,GB,406.44,,,TeamA
2024-01-25,acct-prod-1,prod,S3,us-west-2,222.00191446076437,GB,71.43,,,TeamA
2024-01-25,acct-prod-1,prod,Lambda,us-east-1,71.53687929316274,GB,33.5,,,TeamA
2024-01-25,acct-prod-1,prod,Lambda,us-west-2,100.28469648095776,GB,47.11,,,TeamC
2024-01-25,acct-prod-1,dev,EC2,us-east-1,812.0722980750879,Hrs,232.67,0.63,0.71,TeamB
2024-01-25,acct-prod-1,dev,EC2,us-west-2,578.6547976801806,Hrs,220.83,0.75,0.86,TeamB
2024-01-25,acct-prod-1,dev,RDS,us-east-1,1008.170822214467,Hrs,113.1,0.24,0.34,TeamC
2024-01-25,acct-prod-1,dev,RDS,us-west-2,344.16205056131156,Hrs,104.61,0.45,0.51,TeamB
2024-01-25,acct-prod-1,dev,S3,us-east-1,187.3819964937961,GB,81.64,,,TeamA
2024-01-25,acct-prod-1,dev,S3,us-west-2,480.51606347182445,GB,89.47,,,TeamC
2024-01-25,acct-prod-1,dev,Lambda,us-east-1,84.66110864449257,GB,39.45,,,TeamC
2024-01-25,acct-prod-1,dev,Lambda,us-west-2,82.68599672967419,GB,34.78,,,TeamB
2024-01-25,acct-dev-1,prod,EC2,us-east-1,456.015368522269,Hrs,164.44,0.25,0.38,TeamA
2024-01-25,acct-dev-1,prod,EC2,us-west-2,805.175239372408,Hrs,205.26,0.15,0.2,TeamC
2024-01-25,acct-dev-1,prod,RDS,us-east-1,521.1812995847906,Hrs,100.99,0.34,0.4,TeamC
2024-01-25,acct-dev-1,prod,RDS,us-west-2,258.5717064979213,Hrs,91.75,0.52,0.67,TeamB
2024-01-25,acct-dev-1,prod,S3,us-east-1,216.1563138327733,GB,73.46,,,TeamB
2024-01-25,acct-dev-1,prod,S3,us-west-2,150.1591664964119,GB,72.88,,,TeamB
2024-01-25,acct-dev-1,prod,Lambda,us-east-1,124.49100605863173,GB,43.46,,,TeamB
2024-01-25,acct-dev-1,prod,Lambda,us-west-2,284.9655565537892,GB,44.71,,,TeamC
2024-01-25,acct-dev-1,dev,EC2,us-east-1,458.9745069819789,Hrs,227.96,0.48,0.68,TeamB
2024-01-25,acct-dev-1,dev,EC2,us-west-2,1710.8459192250318,Hrs,234.29,0.21,0.35,TeamC
2024-01-25,acct-dev-1,dev,RDS,us-east-1,394.9441714031387,Hrs,118.72,0.27,0.39,TeamB
2024-01-25,acct-dev-1,dev,RDS,us-west-2,555.3615215225961,Hrs,116.19,0.22,0.32,TeamC
2024-01-25,acct-dev-1,dev,S3,us-east-1,858.6328203090147,GB,88.23,,,TeamA
2024-01-25,acct-dev-1,dev,S3,us-west-2,326.6092016681866,GB,85.23,,,TeamC
2024-01-25,acct-dev-1,dev,Lambda,us-east-1,172.95089100037686,GB,37.71,,,TeamC
2024-01-25,acct-dev-1,dev,Lambda,us-west-2,86.02762361384981,GB,33.71,,,TeamC
2024-01-26,acct-prod-1,prod,EC2,us-east-1,433.3427849484473,Hrs,187.37,0.18,0.34,TeamA
2024-01-26,acct-prod-1,prod,EC2,us-west-2,352.85009097798195,Hrs,169.35,0.2,0.36,TeamA
2024-01-26,acct-prod-1,prod,RDS,us-east-1,271.67280779650577,Hrs,86.58,0.73,0.83,TeamC
2024-01-26,acct-prod-1,prod,RDS,us-west-2,566.2943818159412,Hrs,80.61,0.71,0.84,TeamC
2024-01-26,acct-prod-1,prod,S3,us-east-1,161.7130619308822,GB,77.15,,,TeamC
2024-01-26,acct-prod-1,prod,S3,us-west-2,517.0512873166512,GB,72.13,,,TeamA
2024-01-26,acct-prod-1,prod,Lambda,us-east-1,80.09248553579955,GB,39.42,,,TeamA
2024-01-26,acct-prod-1,prod,Lambda,us-west-2,86.16449256572177,GB,35.62,,,TeamC
2024-01-26,acct-prod-1,dev,EC2,us-east-1,1505.225579625648,Hrs,212.7,0.22,0.36,TeamC
2024-01-26,acct-prod-1,dev,EC2,us-west-2,760.5266432464886,Hrs,204.9,0.66,0.71,TeamB
