timestamp,service,env,latency_ms,cpu_utilization,status,anomaly_iforest,anomaly_zscore_latency,anomaly_zscore_cpu,combined_anomaly,severity,hour
2025-08-26 05:15:00,EC2,prod,29.71,0.655,ERROR,1,0,0,1,1.117,5
2025-09-07 01:30:00,EC2,prod,26.47,0.696,ERROR,1,0,0,1,1.117,1
2025-09-16 03:30:00,LAMBDA,prod,7.6,0.393,ERROR,1,0,0,1,1.116,3
2025-09-21 20:30:00,LAMBDA,prod,25.62,0.194,ERROR,1,0,0,1,1.111,20
2025-10-12 14:30:00,RDS,prod,33.86,0.298,WARN,1,0,0,1,1.111,14
2025-10-15 13:00:00,EC2,prod,11.09,0.35,ERROR,1,0,0,1,1.111,13
2025-08-25 00:15:00,LAMBDA,prod,6.45,0.49,ERROR,1,0,0,1,1.109,0
2025-10-07 19:00:00,EC2,prod,31.05,0.263,ERROR,1,0,0,1,1.109,19
2025-09-11 04:00:00,LAMBDA,prod,15.12,0.302,ERROR,1,0,0,1,1.099,4
2025-09-01 19:45:00,LAMBDA,prod,10.23,0.364,ERROR,1,0,0,1,1.098,19
2025-09-05 09:15:00,EC2,prod,36.14,0.33,ERROR,1,0,0,1,1.098,9
2025-10-14 11:30:00,EC2,prod,21.64,0.22,ERROR,1,0,0,1,1.097,11
2025-09-16 11:15:00,LAMBDA,prod,13.58,0.576,ERROR,1,0,0,1,1.092,11
2025-08-27 10:45:00,EC2,prod,30.92,0.266,WARN,1,0,0,1,1.09,10
2025-10-02 07:15:00,LAMBDA,prod,12.45,0.339,ERROR,1,0,0,1,1.086,7
2025-09-22 20:15:00,LAMBDA,prod,13.33,0.329,ERROR,1,0,0,1,1.081,20
2025-09-06 02:15:00,RDS,prod,40.04,0.384,ERROR,1,0,0,1,1.079,2
2025-10-14 08:45:00,LAMBDA,prod,16.63,0.609,ERROR,1,0,0,1,1.069,8
2025-09-10 02:30:00,EC2,prod,28.89,0.246,ERROR,1,0,0,1,1.067,2
2025-09-16 06:30:00,LAMBDA,prod,5.5,0.432,ERROR,1,0,0,1,1.065,6
2025-10-08 02:45:00,EC2,prod,17.29,0.283,ERROR,1,0,0,1,1.064,2
2025-09-08 18:45:00,RDS,prod,36.24,0.559,ERROR,1,0,0,1,1.062,18
2025-09-01 06:45:00,LAMBDA,prod,15.72,0.595,ERROR,1,0,0,1,1.059,6
2025-09-21 20:30:00,EC2,prod,14.47,0.579,ERROR,1,0,0,1,1.058,20
2025-08-25 20:15:00,RDS,prod,31.37,0.28,ERROR,1,0,0,1,1.056,20
2025-09-24 13:45:00,LAMBDA,prod,8.26,0.5,ERROR,1,0,0,1,1.056,13
2025-10-09 04:00:00,LAMBDA,prod,16.49,0.603,ERROR,1,0,0,1,1.052,4
2025-09-05 10:30:00,LAMBDA,prod,21.75,0.669,ERROR,1,0,0,1,1.049,10
2025-09-03 18:00:00,RDS,prod,32.24,0.293,ERROR,1,0,0,1,1.048,18
2025-10-13 17:00:00,LAMBDA,prod,13.26,0.338,ERROR,1,0,0,1,1.048,17
2025-09-11 04:00:00,EC2,prod,23.82,0.205,WARN,1,0,0,1,1.045,4
2025-10-02 21:30:00,EC2,prod,17.57,0.615,WARN,1,0,0,1,1.045,21
2025-10-15 11:30:00,LAMBDA,prod,9.73,0.516,WARN,1,0,0,1,1.045,11
2025-09-08 15:30:00,EC2,prod,32.01,0.291,ERROR,1,0,0,1,1.044,15
2025-10-08 23:00:00,RDS,prod,39.59,0.387,ERROR,1,0,0,1,1.043,23
2025-09-19 06:30:00,LAMBDA,prod,7.91,0.407,ERROR,1,0,0,1,1.042,6
2025-10-11 10:00:00,RDS,prod,42.88,0.429,WARN,1,0,0,1,1.042,10
2025-10-09 10:45:00,LAMBDA,prod,13.92,0.568,ERROR,1,0,0,1,1.041,10
2025-08-25 20:00:00,LAMBDA,prod,9.33,0.39,ERROR,1,0,0,1,1.038,20
2025-10-11 01:15:00,RDS,prod,32.9,0.595,WARN,1,0,0,1,1.036,1
2025-09-01 19:30:00,RDS,prod,43.05,0.466,ERROR,1,0,0,1,1.034,19
2025-09-28 05:00:00,EC2,prod,41.27,0.411,ERROR,1,0,0,1,1.032,5
2025-09-26 05:45:00,EC2,prod,32.09,0.604,ERROR,1,0,0,1,1.031,5
2025-08-26 19:15:00,RDS,prod,27.01,0.667,ERROR,1,0,0,1,1.026,19
2025-09-16 04:15:00,LAMBDA,prod,17.79,0.286,ERROR,1,0,0,1,1.026,4
2025-10-13 14:15:00,RDS,prod,23.98,0.208,ERROR,1,0,0,1,1.024,14
2025-10-07 10:45:00,RDS,prod,29.29,0.262,ERROR,1,0,0,1,1.022,10
2025-09-19 00:30:00,EC2,prod,29.41,0.264,ERROR,1,0,0,1,1.02,0
2025-09-30 09:45:00,LAMBDA,prod,13.05,0.55,ERROR,1,0,0,1,1.013,9
2025-09-06 11:15:00,LAMBDA,prod,12.53,0.543,ERROR,1,0,0,1,1.011,11
2025-09-22 15:15:00,EC2,prod,32.26,0.303,WARN,1,0,0,1,1.007,15
2025-10-08 11:45:00,EC2,prod,28.38,0.254,ERROR,1,0,0,1,1.007,11
2025-10-10 10:15:00,RDS,prod,34.07,0.326,WARN,1,0,0,1,1.007,10
2025-09-11 14:45:00,EC2,prod,10.75,0.519,ERROR,1,0,0,1,1.005,14
2025-08-31 05:45:00,RDS,prod,31.41,0.293,OK,1,0,0,1,1.004,5
2025-08-25 21:45:00,LAMBDA,prod,10.02,0.39,ERROR,1,0,0,1,1.002,21
2025-10-04 00:45:00,EC2,prod,25.12,0.685,WARN,1,0,0,1,1.001,0
2025-09-10 10:45:00,EC2,prod,31.9,0.301,ERROR,1,0,0,1,0.997,10
2025-10-03 08:45:00,LAMBDA,prod,18.09,0.29,ERROR,1,0,0,1,0.994,8
2025-10-03 04:00:00,EC2,prod,14.29,0.56,WARN,1,0,0,1,0.989,4
2025-09-15 04:00:00,RDS,prod,38.25,0.384,ERROR,1,0,0,1,0.986,4
2025-10-02 05:45:00,LAMBDA,prod,15.06,0.569,ERROR,1,0,0,1,0.986,5
2025-09-14 02:45:00,RDS,prod,37.51,0.376,ERROR,1,0,0,1,0.98,2
2025-10-02 09:00:00,RDS,prod,42.76,0.444,ERROR,1,0,0,1,0.974,9
2025-10-08 13:45:00,LAMBDA,prod,12.3,0.53,ERROR,1,0,0,1,0.969,13
2025-08-31 17:30:00,RDS,prod,42.58,0.456,ERROR,1,0,0,1,0.968,17
2025-09-28 05:45:00,RDS,prod,33.32,0.328,ERROR,1,0,0,1,0.96,5
2025-09-29 16:45:00,LAMBDA,prod,19.2,0.284,ERROR,1,0,0,1,0.96,16
2025-09-03 02:15:00,RDS,prod,28.03,0.638,ERROR,1,0,0,1,0.959,2
2025-09-14 22:45:00,RDS,prod,41.29,0.468,ERROR,1,0,0,1,0.95,22
2025-10-02 20:15:00,LAMBDA,prod,12.9,0.367,ERROR,1,0,0,1,0.947,20
2025-09-19 05:15:00,LAMBDA,prod,15.86,0.33,ERROR,1,0,0,1,0.945,5
2025-09-05 12:30:00,RDS,prod,41.96,0.458,ERROR,1,0,0,1,0.944,12
2025-09-10 02:45:00,RDS,prod,32.82,0.326,ERROR,1,0,0,1,0.942,2
2025-10-07 00:15:00,LAMBDA,prod,16.68,0.321,ERROR,1,0,0,1,0.939,0
2025-08-25 08:45:00,RDS,prod,36.13,0.53,ERROR,1,0,0,1,0.937,8
2025-09-14 12:45:00,LAMBDA,prod,10.96,0.505,ERROR,1,0,0,1,0.936,12
2025-09-09 05:30:00,RDS,prod,41.28,0.435,WARN,1,0,0,1,0.934,5
2025-09-23 05:30:00,RDS,prod,38.9,0.405,OK,1,0,0,1,0.933,5
2025-10-14 06:30:00,RDS,prod,42.39,0.45,WARN,1,0,0,1,0.933,6
2025-08-31 08:15:00,LAMBDA,prod,20.7,0.272,WARN,1,0,0,1,0.932,8
2025-10-05 04:45:00,RDS,prod,41.54,0.439,ERROR,1,0,0,1,0.931,4
2025-09-22 22:45:00,LAMBDA,prod,7.23,0.444,ERROR,1,0,0,1,0.925,22
2025-10-07 18:00:00,RDS,prod,37.48,0.389,ERROR,1,0,0,1,0.925,18
2025-09-02 02:30:00,EC2,prod,27.09,0.258,ERROR,1,0,0,1,0.923,2
2025-09-23 01:45:00,LAMBDA,prod,8.92,0.423,WARN,1,0,0,1,0.923,1
2025-09-23 03:00:00,EC2,prod,23.88,0.665,WARN,1,0,0,1,0.922,3
2025-10-03 06:00:00,LAMBDA,prod,12.01,0.515,ERROR,1,0,0,1,0.922,6
2025-09-03 00:30:00,LAMBDA,prod,8.89,0.474,ERROR,1,0,0,1,0.916,0
2025-10-08 06:00:00,LAMBDA,prod,7.41,0.444,WARN,1,0,0,1,0.916,6
2025-09-27 08:45:00,EC2,prod,19.04,0.602,WARN,1,0,0,1,0.915,8
2025-09-28 12:45:00,LAMBDA,prod,18.48,0.304,ERROR,1,0,0,1,0.915,12
2025-10-12 08:00:00,LAMBDA,prod,14.6,0.545,ERROR,1,0,0,1,0.911,8
2025-10-07 16:45:00,RDS,prod,41.15,0.439,ERROR,1,0,0,1,0.91,16
2025-08-25 12:00:00,LAMBDA,prod,16.01,0.337,ERROR,1,0,0,1,0.908,12
2025-09-24 02:00:00,EC2,prod,20.7,0.28,ERROR,1,0,0,1,0.899,2
2025-09-02 02:30:00,EC2,prod,26.14,0.253,ERROR,1,0,0,1,0.894,2
2025-09-18 01:15:00,LAMBDA,prod,11.66,0.503,ERROR,1,0,0,1,0.891,1
2025-09-30 07:15:00,EC2,prod,24.75,0.663,WARN,1,0,0,1,0.891,7
2025-10-01 03:30:00,LAMBDA,prod,13.33,0.524,ERROR,1,0,0,1,0.891,3
2025-09-02 06:15:00,LAMBDA,prod,11.8,0.503,ERROR,1,0,0,1,0.884,6
2025-08-28 16:30:00,LAMBDA,prod,8.75,0.435,ERROR,1,0,0,1,0.883,16
2025-08-28 04:45:00,EC2,prod,18.84,0.591,ERROR,1,0,0,1,0.88,4
2025-08-30 01:00:00,EC2,prod,32.05,0.332,ERROR,1,0,0,1,0.877,1
2025-09-26 12:00:00,EC2,prod,19.85,0.296,ERROR,1,0,0,1,0.877,12
2025-09-04 12:30:00,LAMBDA,prod,23.27,0.253,ERROR,1,0,0,1,0.876,12
2025-09-02 09:45:00,RDS,prod,39.14,0.423,ERROR,1,0,0,1,0.871,9
2025-09-05 19:30:00,EC2,prod,14.6,0.535,ERROR,1,0,0,1,0.87,19
2025-10-01 04:45:00,RDS,prod,36.73,0.506,ERROR,1,0,0,1,0.869,4
2025-09-05 06:00:00,EC2,prod,28.64,0.291,ERROR,1,0,0,1,0.868,6
2025-09-18 23:45:00,EC2,prod,23.39,0.645,ERROR,1,0,0,1,0.865,23
2025-10-14 12:30:00,EC2,prod,23.01,0.259,ERROR,1,0,0,1,0.865,12
2025-09-28 00:15:00,LAMBDA,prod,9.96,0.475,WARN,1,0,0,1,0.864,0
2025-09-19 10:00:00,EC2,prod,16.88,0.337,ERROR,1,0,0,1,0.863,10
2025-10-15 15:00:00,EC2,prod,13.21,0.515,ERROR,1,0,0,1,0.86,15
2025-09-16 09:15:00,EC2,prod,14.6,0.367,ERROR,1,0,0,1,0.858,9
2025-09-02 09:30:00,EC2,prod,16.83,0.339,ERROR,1,0,0,1,0.857,9
2025-09-02 10:30:00,LAMBDA,prod,11.08,0.486,ERROR,1,0,0,1,0.851,10
2025-09-24 04:45:00,LAMBDA,prod,15.69,0.355,ERROR,1,0,0,1,0.851,4
2025-10-13 09:15:00,EC2,prod,15.04,0.535,ERROR,1,0,0,1,0.847,9
2025-10-06 16:30:00,RDS,prod,40.07,0.457,ERROR,1,0,0,1,0.841,16
2025-09-03 05:45:00,LAMBDA,prod,18.64,0.577,ERROR,1,0,0,1,0.832,5
2025-10-12 09:30:00,EC2,prod,31.56,0.562,ERROR,1,0,0,1,0.83,9
2025-10-01 06:15:00,EC2,prod,29.24,0.591,ERROR,1,0,0,1,0.829,6
2025-10-05 06:30:00,LAMBDA,prod,16.04,0.356,ERROR,1,0,0,1,0.828,6
2025-10-11 07:15:00,EC2,prod,33.46,0.362,ERROR,1,0,0,1,0.827,7
2025-08-28 23:45:00,RDS,prod,28.59,0.301,WARN,1,0,0,1,0.824,23
2025-10-01 08:00:00,LAMBDA,prod,12.0,0.491,ERROR,1,0,0,1,0.824,8
2025-10-08 05:45:00,EC2,prod,22.76,0.272,ERROR,1,0,0,1,0.824,5
2025-08-29 06:15:00,RDS,prod,37.3,0.487,ERROR,1,0,0,1,0.82,6
2025-08-28 12:45:00,LAMBDA,prod,15.43,0.366,WARN,1,0,0,1,0.819,12
2025-10-06 13:00:00,EC2,prod,20.87,0.602,WARN,1,0,0,1,0.819,13
2025-09-15 06:00:00,RDS,prod,34.61,0.381,ERROR,1,0,0,1,0.808,6
2025-09-26 10:30:00,EC2,prod,28.26,0.301,ERROR,1,0,0,1,0.807,10
2025-10-07 11:45:00,EC2,prod,21.76,0.289,ERROR,1,0,0,1,0.806,11
2025-09-14 21:15:00,EC2,prod,35.75,0.503,ERROR,1,0,0,1,0.805,21
2025-09-27 04:30:00,RDS,prod,28.98,0.588,ERROR,1,0,0,1,0.803,4
2025-09-27 08:30:00,EC2,prod,22.36,0.617,OK,1,0,0,1,0.803,8
2025-09-11 10:00:00,EC2,prod,27.27,0.609,ERROR,1,0,0,1,0.8,10
2025-09-22 11:00:00,RDS,prod,36.65,0.49,ERROR,1,0,0,1,0.799,11
2025-10-09 07:45:00,LAMBDA,prod,9.49,0.452,WARN,1,0,0,1,0.794,7
2025-10-11 22:45:00,EC2,prod,37.5,0.478,ERROR,1,0,0,1,0.794,22
2025-09-09 06:00:00,EC2,prod,27.27,0.292,ERROR,1,0,0,1,0.793,6
2025-09-08 04:30:00,EC2,prod,25.28,0.632,ERROR,1,0,0,1,0.791,4
2025-09-24 13:30:00,LAMBDA,prod,19.46,0.576,ERROR,1,0,0,1,0.785,13
2025-10-09 02:45:00,EC2,prod,23.26,0.624,WARN,1,0,0,1,0.785,2
2025-08-31 23:00:00,EC2,prod,27.0,0.291,ERROR,1,0,0,1,0.783,23
2025-09-20 02:30:00,LAMBDA,prod,10.59,0.436,ERROR,1,0,0,1,0.783,2
2025-08-28 07:45:00,EC2,prod,27.94,0.304,ERROR,1,0,0,1,0.778,7
2025-09-27 06:30:00,EC2,prod,28.56,0.585,ERROR,1,0,0,1,0.769,6
2025-09-05 03:30:00,RDS,prod,27.47,0.598,ERROR,1,0,0,1,0.765,3
2025-09-09 00:15:00,RDS,prod,32.72,0.368,WARN,1,0,0,1,0.763,0
2025-09-09 04:15:00,EC2,prod,22.09,0.603,ERROR,1,0,0,1,0.76,4
2025-09-27 12:45:00,RDS,prod,14.52,0.392,ERROR,1,0,0,1,0.759,12
2025-09-08 20:45:00,EC2,prod,36.51,0.482,ERROR,1,0,0,1,0.758,20
2025-09-16 15:30:00,EC2,prod,23.94,0.626,WARN,1,0,0,1,0.758,15
2025-09-22 02:45:00,EC2,prod,25.66,0.282,ERROR,1,0,0,1,0.75,2
2025-09-20 06:45:00,EC2,prod,35.74,0.411,ERROR,1,0,0,1,0.744,6
2025-09-23 01:15:00,RDS,prod,38.14,0.442,WARN,1,0,0,1,0.741,1
2025-08-30 01:45:00,LAMBDA,prod,18.82,0.556,WARN,1,0,0,1,0.736,1
2025-10-06 01:15:00,EC2,prod,19.31,0.337,ERROR,1,0,0,1,0.736,1
2025-09-12 11:30:00,EC2,prod,30.34,0.345,WARN,1,0,0,1,0.734,11
2025-09-21 18:15:00,EC2,prod,20.49,0.576,ERROR,1,0,0,1,0.732,18
2025-10-08 06:45:00,RDS,prod,30.69,0.549,ERROR,1,0,0,1,0.731,6
2025-09-11 09:00:00,EC2,prod,35.29,0.489,ERROR,1,0,0,1,0.724,9
2025-10-05 02:45:00,LAMBDA,prod,16.63,0.525,ERROR,1,0,0,1,0.723,2
2025-10-05 06:15:00,EC2,prod,23.71,0.287,ERROR,1,0,0,1,0.713,6
2025-09-10 08:15:00,EC2,prod,32.04,0.527,ERROR,1,0,0,1,0.711,8
2025-09-08 08:30:00,LAMBDA,prod,14.47,0.405,ERROR,1,0,0,1,0.708,8
2025-09-03 05:30:00,EC2,prod,32.09,0.375,WARN,1,0,0,1,0.702,5
2025-09-23 05:45:00,EC2,prod,30.82,0.359,ERROR,1,0,0,1,0.701,5
2025-10-13 08:30:00,EC2,prod,22.45,0.306,ERROR,1,0,0,1,0.7,8
2025-09-26 11:30:00,EC2,prod,19.09,0.349,ERROR,1,0,0,1,0.698,11
2025-09-15 07:45:00,RDS,prod,35.9,0.426,ERROR,1,0,0,1,0.69,7
2025-10-14 08:00:00,EC2,prod,22.53,0.308,ERROR,1,0,0,1,0.688,8
2025-09-10 03:30:00,EC2,prod,29.08,0.341,ERROR,1,0,0,1,0.685,3
2025-10-07 10:00:00,LAMBDA,prod,18.63,0.541,ERROR,1,0,0,1,0.684,10
2025-08-28 04:30:00,EC2,prod,21.39,0.325,ERROR,1,0,0,1,0.677,4
2025-09-01 00:15:00,EC2,prod,13.96,0.479,ERROR,1,0,0,1,0.672,0
2025-10-05 09:00:00,EC2,prod,29.68,0.547,ERROR,1,0,0,1,0.67,9
2025-08-26 06:45:00,LAMBDA,prod,17.98,0.37,ERROR,1,0,0,1,0.669,6
2025-08-28 07:00:00,LAMBDA,prod,12.73,0.44,ERROR,1,0,0,1,0.655,7
2025-09-03 16:45:00,EC2,prod,27.8,0.567,ERROR,1,0,0,1,0.655,16
2025-10-04 10:15:00,LAMBDA,prod,22.47,0.317,ERROR,1,0,0,1,0.654,10
2025-10-04 01:00:00,RDS,prod,22.76,0.314,ERROR,1,0,0,1,0.651,1
2025-09-03 08:30:00,LAMBDA,prod,12.55,0.453,WARN,1,0,0,1,0.639,8
2025-09-22 07:15:00,EC2,prod,26.07,0.315,ERROR,1,0,0,1,0.635,7
2025-10-05 07:45:00,EC2,prod,24.81,0.299,ERROR,1,0,0,1,0.635,7
2025-09-02 17:00:00,RDS,prod,30.56,0.373,ERROR,1,0,0,1,0.63,17
2025-10-14 21:00:00,EC2,prod,27.32,0.567,ERROR,1,0,0,1,0.63,21
2025-09-17 07:30:00,RDS,prod,28.46,0.552,ERROR,1,0,0,1,0.627,7
2025-09-19 22:00:00,LAMBDA,prod,17.98,0.381,ERROR,1,0,0,1,0.624,22
2025-09-29 12:30:00,LAMBDA,prod,20.05,0.355,ERROR,1,0,0,1,0.623,12
2025-09-16 07:15:00,EC2,prod,24.19,0.303,ERROR,1,0,0,1,0.622,7
2025-09-02 05:45:00,LAMBDA,prod,14.79,0.477,ERROR,1,0,0,1,0.621,5
2025-09-11 08:00:00,LAMBDA,prod,21.5,0.562,ERROR,1,0,0,1,0.621,8
2025-09-20 09:00:00,RDS,prod,32.77,0.496,ERROR,1,0,0,1,0.621,9
2025-09-12 10:45:00,EC2,prod,18.28,0.521,ERROR,1,0,0,1,0.62,10
2025-09-06 14:15:00,EC2,prod,27.71,0.34,ERROR,1,0,0,1,0.618,14
2025-10-06 03:30:00,EC2,prod,20.07,0.357,ERROR,1,0,0,1,0.614,3
2025-10-15 05:15:00,RDS,prod,35.05,0.464,ERROR,1,0,0,1,0.608,5
2025-09-13 07:45:00,EC2,prod,18.72,0.523,ERROR,1,0,0,1,0.606,7
2025-09-27 04:15:00,RDS,prod,31.52,0.392,ERROR,1,0,0,1,0.602,4
2025-09-04 03:45:00,LAMBDA,prod,21.31,0.345,ERROR,1,0,0,1,0.599,3
2025-09-18 09:00:00,EC2,prod,29.1,0.537,ERROR,1,0,0,1,0.599,9
2025-10-14 05:30:00,LAMBDA,prod,23.1,0.576,ERROR,1,0,0,1,0.596,5
2025-09-07 08:45:00,LAMBDA,prod,14.78,0.469,ERROR,1,0,0,1,0.588,8
2025-10-05 22:45:00,EC2,prod,25.88,0.325,ERROR,1,0,0,1,0.584,22
2025-09-09 18:30:00,EC2,prod,19.13,0.522,ERROR,1,0,0,1,0.58,18
2025-09-11 06:30:00,LAMBDA,prod,15.51,0.476,ERROR,1,0,0,1,0.579,6
2025-09-01 02:30:00,RDS,prod,28.77,0.363,ERROR,1,0,0,1,0.578,2
2025-09-23 11:45:00,RDS,prod,35.15,0.455,ERROR,1,0,0,1,0.576,11
2025-08-30 11:30:00,EC2,prod,29.66,0.376,ERROR,1,0,0,1,0.571,11
2025-10-05 00:15:00,LAMBDA,prod,16.78,0.49,ERROR,1,0,0,1,0.571,0
2025-10-02 01:00:00,RDS,prod,34.14,0.465,ERROR,1,0,0,1,0.565,1
2025-09-10 12:45:00,LAMBDA,prod,16.46,0.484,ERROR,1,0,0,1,0.563,12
2025-10-06 12:45:00,RDS,prod,20.51,0.364,ERROR,1,0,0,1,0.562,12
2025-10-02 07:45:00,EC2,prod,24.48,0.314,ERROR,1,0,0,1,0.561,7
2025-09-11 06:30:00,EC2,prod,14.19,0.445,ERROR,1,0,0,1,0.558,6
2025-09-26 10:30:00,EC2,prod,22.74,0.337,ERROR,1,0,0,1,0.557,10
2025-10-06 06:45:00,LAMBDA,prod,14.54,0.441,ERROR,1,0,0,1,0.556,6
2025-10-11 03:15:00,LAMBDA,prod,19.65,0.377,ERROR,1,0,0,1,0.554,3
2025-10-13 09:30:00,LAMBDA,prod,14.34,0.444,ERROR,1,0,0,1,0.554,9
2025-10-11 22:45:00,LAMBDA,prod,15.19,0.463,ERROR,1,0,0,1,0.542,22
2025-09-16 22:00:00,EC2,prod,28.86,0.525,ERROR,1,0,0,1,0.537,22
2025-08-25 04:00:00,EC2,prod,17.33,0.488,ERROR,1,0,0,1,0.534,4
2025-09-23 04:00:00,LAMBDA,prod,14.6,0.446,WARN,1,0,0,1,0.532,4
2025-09-12 05:00:00,EC2,prod,24.86,0.574,ERROR,1,0,0,1,0.53,5
2025-08-26 05:15:00,RDS,prod,28.26,0.53,ERROR,1,0,0,1,0.526,5
2025-09-10 21:45:00,RDS,prod,32.85,0.472,ERROR,1,0,0,1,0.526,21
2025-09-29 23:30:00,EC2,prod,23.49,0.335,ERROR,1,0,0,1,0.526,23
2025-10-15 04:30:00,LAMBDA,prod,23.49,0.335,ERROR,1,0,0,1,0.526,4
2025-08-27 07:45:00,EC2,prod,33.65,0.46,ERROR,1,0,0,1,0.519,7
2025-10-16 19:15:00,EC2,prod,31.28,0.409,ERROR,1,0,0,1,0.519,19
2025-09-08 08:15:00,EC2,prod,24.99,0.334,ERROR,1,0,0,1,0.501,8
2025-10-12 10:00:00,EC2,prod,26.51,0.353,ERROR,1,0,0,1,0.501,10
2025-09-27 08:45:00,EC2,prod,30.58,0.405,ERROR,1,0,0,1,0.499,8
2025-10-06 12:00:00,RDS,prod,30.47,0.404,ERROR,1,0,0,1,0.498,12
2025-08-28 18:00:00,EC2,prod,15.19,0.45,ERROR,1,0,0,1,0.489,18
2025-09-05 01:30:00,LAMBDA,prod,16.41,0.465,ERROR,1,0,0,1,0.487,1
2025-10-12 21:15:00,RDS,prod,32.75,0.436,ERROR,1,0,0,1,0.485,21
2025-09-09 07:45:00,LAMBDA,prod,23.9,0.34,ERROR,1,0,0,1,0.484,7
2025-09-17 11:00:00,EC2,prod,20.33,0.388,ERROR,1,0,0,1,0.473,11
2025-10-02 12:30:00,LAMBDA,prod,20.24,0.389,ERROR,1,0,0,1,0.473,12
2025-10-06 04:00:00,EC2,prod,25.73,0.35,ERROR,1,0,0,1,0.473,4
2025-09-17 15:30:00,RDS,prod,24.2,0.56,WARN,1,0,0,1,0.472,15
2025-08-29 02:00:00,EC2,prod,21.15,0.521,ERROR,1,0,0,1,0.471,2
2025-09-25 14:45:00,EC2,prod,23.83,0.348,ERROR,1,0,0,1,0.455,14
2025-09-07 14:00:00,EC2,prod,26.54,0.365,ERROR,1,0,0,1,0.454,14
2025-09-24 23:15:00,RDS,prod,33.18,0.449,ERROR,1,0,0,1,0.454,23
2025-08-28 04:15:00,LAMBDA,prod,29.22,0.499,ERROR,1,0,0,1,0.448,4
2025-09-23 01:45:00,EC2,prod,24.35,0.555,ERROR,1,0,0,1,0.444,1
2025-09-25 03:45:00,LAMBDA,prod,16.48,0.444,ERROR,1,0,0,1,0.443,3
2025-09-24 04:15:00,LAMBDA,prod,19.81,0.496,ERROR,1,0,0,1,0.437,4
2025-09-19 23:45:00,LAMBDA,prod,16.66,0.452,ERROR,1,0,0,1,0.42,23
2025-09-11 03:45:00,EC2,prod,26.32,0.371,ERROR,1,0,0,1,0.417,3
2025-10-06 10:30:00,LAMBDA,prod,17.29,0.459,ERROR,1,0,0,1,0.416,10
2025-09-12 04:30:00,LAMBDA,prod,16.91,0.451,ERROR,1,0,0,1,0.403,4
2025-09-15 23:45:00,EC2,prod,22.98,0.374,ERROR,1,0,0,1,0.392,23
2025-09-20 06:15:00,EC2,prod,20.45,0.407,ERROR,1,0,0,1,0.388,6
2025-09-04 14:15:00,RDS,prod,31.26,0.442,WARN,1,0,0,1,0.382,14
2025-09-12 04:45:00,RDS,prod,31.66,0.447,ERROR,1,0,0,1,0.382,4
2025-09-28 22:45:00,EC2,prod,22.59,0.383,ERROR,1,0,0,1,0.375,22
2025-08-26 17:30:00,LAMBDA,prod,20.23,0.485,ERROR,1,0,0,1,0.37,17
2025-09-03 20:00:00,EC2,prod,30.54,0.437,ERROR,1,0,0,1,0.365,20
2025-08-30 12:30:00,EC2,prod,18.69,0.464,ERROR,1,0,0,1,0.364,12
2025-09-08 04:30:00,EC2,prod,23.16,0.379,ERROR,1,0,0,1,0.362,4
2025-10-12 14:30:00,EC2,prod,18.88,0.466,ERROR,1,0,0,1,0.362,14
2025-09-24 21:00:00,RDS,prod,29.24,0.423,ERROR,1,0,0,1,0.355,21
2025-09-30 11:00:00,EC2,prod,30.17,0.464,ERROR,1,0,0,1,0.354,11
2025-10-01 14:45:00,EC2,prod,20.59,0.485,ERROR,1,0,0,1,0.351,14
2025-10-07 02:00:00,EC2,prod,19.34,0.468,ERROR,1,0,0,1,0.347,2
2025-09-09 08:15:00,EC2,prod,19.14,0.439,ERROR,1,0,0,1,0.325,8
2025-09-28 20:45:00,EC2,prod,26.41,0.396,ERROR,1,0,0,1,0.319,20
2025-10-04 17:00:00,EC2,prod,25.05,0.52,ERROR,1,0,0,1,0.318,17
2025-08-25 03:15:00,LAMBDA,prod,20.97,0.418,ERROR,1,0,0,1,0.316,3
2025-10-08 06:00:00,EC2,prod,24.45,0.377,ERROR,1,0,0,1,0.303,6
2025-09-08 00:15:00,RDS,prod,24.38,0.521,ERROR,1,0,0,1,0.302,0
2025-09-12 15:45:00,EC2,prod,25.37,0.387,ERROR,1,0,0,1,0.302,15
2025-10-12 07:15:00,LAMBDA,prod,19.5,0.44,ERROR,1,0,0,1,0.302,7
2025-09-18 23:45:00,EC2,prod,22.42,0.496,ERROR,1,0,0,1,0.301,23
2025-10-09 16:00:00,EC2,prod,22.8,0.399,WARN,1,0,0,1,0.299,16
2025-09-30 23:00:00,EC2,prod,24.53,0.521,ERROR,1,0,0,1,0.295,23
2025-10-08 01:30:00,EC2,prod,29.78,0.445,ERROR,1,0,0,1,0.293,1
2025-10-05 00:45:00,EC2,prod,19.72,0.459,ERROR,1,0,0,1,0.29,0
2025-10-16 14:15:00,EC2,prod,27.56,0.478,WARN,1,0,0,1,0.275,14
2025-08-29 14:45:00,EC2,prod,23.74,0.504,ERROR,1,0,0,1,0.265,14
2025-09-15 02:45:00,EC2,prod,21.15,0.471,ERROR,1,0,0,1,0.264,2
2025-09-09 08:45:00,LAMBDA,prod,24.83,0.508,ERROR,1,0,0,1,0.257,8
2025-09-13 03:15:00,RDS,prod,24.49,0.509,ERROR,1,0,0,1,0.247,3
2025-09-15 03:45:00,EC2,prod,20.97,0.435,WARN,1,0,0,1,0.246,3
